Tweet ID,Full Text,Preprocessed Text
R2RKF4UB2CKL2S,Connection late hota hai...,connection late hota hai
R1ZTTIN6QGV0LV,Excellent printer value for money..,excellent printer value money
RNMB3L6ZT1QAZ,Print is okay... I haven't received CD drive to install my laptop,print okay havent received cd drive install laptop
R26Z5G5C3BUYI,"Highly user unfriendly. Everytime I get the printer ready to deliver a print or get a scan, it's a pain as so far every single time there are some or the other notifications which either denies printing or says 'scan not possible now'. Never expected such a product from HP. It's only the name that sells today.If I have to install and pre-installed everytime and download drivers and firmware and software thus ending up losing almost 45 mins to an hour for a work which should not take more than 5 mins at the most, what is the use of such a product and spending so much of hard earned money.",highly user unfriendly everytime printer ready deliver print scan pain far single time notifications denies printing says scan possible expected product hp sells todayif install preinstalled everytime download drivers firmware software ending losing 45 mins hour work 5 mins use product spending hard earned money
R2DLBXIL0DJABL,"Bought the product with mixed feelings due to many negative reviews.After using the product, it appears the negative reviews are posted without any product knowledge or how the printer works.",bought product mixed feelings negative reviewsafter using product appears negative reviews posted product knowledge printer works
R22YURYTPNP69E,"It’s a new printer but it does print properly. After running all diagnostics and speaking with helpdesk, I am trying to return the product.The product was replaced and the new one works fine.",it’s new printer does print properly running diagnostics speaking helpdesk trying return productthe product replaced new works fine
R1PK34E59YQ40R,"Positives:1) Easy install and use, less weight/handy.2) hp app3) 3in1 is good (scanner, printer, photocopy)Negatives:1) Not value for money for occasional users.I bought it for school online class purpose to take prints but it’s expensive2) Poor customer care -tech support (launched case number but never get call until I tried them)3) Printer comes with demo cartridges for only 12 to 15prints (colour may be 12, B&W may be up to 16)as per customer care , we need to buy two cartridges separately (Rs1600),4) full cartridges may give less prints as well and no instructions (may be 300 to 450 as per others experience)5) Printer papers auto process sucks sometimes, (not often so far),6) I tried to take small size print from smartphones but size selection is intermittent and only  A4 was option (most of the time)My suggestion: if you don’t use printer daily, please don’t buy to save your cartridges cost (cartridges may get clotted if you don’t use ink often)",positives1 easy install use weighthandy2 hp app3 3in1 good scanner printer photocopynegatives1 value money occasional usersi bought school online class purpose prints it’s expensive2 poor customer care tech support launched case number tried them3 printer comes demo cartridges 12 15prints colour 12 bw 16as customer care need buy cartridges separately rs16004 cartridges prints instructions 300 450 experience5 printer papers auto process sucks far6 tried small size print smartphones size selection intermittent a4 option timemy suggestion don’t use printer daily don’t buy save cartridges cost cartridges clotted don’t use ink
R22MXJR9FTSX7A,good one,good
R2L6K1CFRT09ML,"Colour print me slow hai hi but, B/W PDF print me bhi bahut time leta hai...Baki sab badhiya hai...",colour print slow hai hi bw pdf print bhi bahut time leta haibaki sab badhiya hai
RU8CH7Z6UG7Z3,,
RAAXAM69BCAMX,Working well,working
R1RAPI93AZJI5Z,Very nice product,nice product
R2SJ71JLF2CXX2,"I like this printer, it received in good condition with good packaging thank you.",like printer received good condition good packaging thank
R2ESY97Z6A9NNR,Good quality,good quality
R1LXC18EO171I5,Good condition,good condition
R2L37JN9QDX6ML,"The most confusing dilemma an user would face when looking for a printer - LASER OR INKJET.. A Question with a lot of sub-questions...1) INITIAL EXPENSE(High Product Expense) or AFTER PURCHASE EXPENSE(high ink costs)?2) Black & White or COLOR?3) Single Function or Multi Function?Before i start sharing my experience on this one, let me share my past, my previous printer experience- one of the most terrible and bitter experiences i had in my life and that too because of another world class company's product - EPSON ME 340 INKJET MULTIFUNCTION PRINTER..After doing extensive research on several brands(HP,Canon,Epson) and types(Laser and Inkjet) of printers, i made a most terrible  decision - to purchase EPSON ME 340. I don't believe in bad luck or fate..it was only because,i made some slight miscalculations or may be my whole research was on the wrong side.. :(My primary intention was to get a printer for home use- to satisfy my academic printing requirements. The reasons which influenced me in making my decision were1) At that time, EPSON was the only one supporting 3rd Party Ink Tanks, so less printing cost can be achieved and that too with a Multi Function Color Printer.2) The crooked salesman at my local IT shop cheated me by giving a false promise, that installing a 3rd Party Company tank won't affect my product's guarantee. he also said he had handled several similar cases without any issues..  I was totally trusting this guy...3) Last but not least..i was so much blindly obsessed with brand EPSON's reputation..Guess what happened? After spending an eye whooping amount of around 5600Rs (3800+ For Printer and 1800+ for ink tank),My printer stopped working just after 6 months of usage. When i called the IT shop, they totally refused their earlier words and offers in providing the assistance in claiming guarantee and they told me that it's main board of the printer that became faulty and in order to make it work again,i should spend another 3000+ and when i contacted company service, they refused to provide me guarantee due to additional modifications which i have made to the printer.. well i don't blame them, standard company regulations.. it was my fault to believe that crooked mind...NOW ABOUT THE PRESENT......After a year, due to heavy printing requirements(Final year project documentation,seminar, reference materials,etc) i thought of purchasing another printer again. This time i have made a firm decision at the beginning itself..i will purchase from a reputed online seller. After my detailed comparison tests and scrutinies, found 2 best devices to suit my needs- HP 2520hc and Canon Image Class MF 3010.Out of these two,i finally decided to go with canon because1) i have very good experience with two canon products before(canon ixus digital camera) and canon projector.2) Most of the other online sellers were offering these printers for prices near to their MRPs without any substantial discounts, but when i saw the price of canon MF 3010 @ amazon i was astonished.... around 24% discount to MRP...7650Rs instead of 9900Rs.Initial Experience--> Printing Quality is excellent...Very fast printing compared to slow inkjet printers(First paper out in less than 5-7 seconds)..Can't talk about toner mileage since i have printed only few papers..Scanning Quality is one of the best among this class of printers... An amazing feature i found in the copier other than normal copy is to select 3 modes-1) Paper Save(2 papers on one side) or Card Copier(to take the copies of small identity cards)2) Brightness adjustment(to set density of black color, by this way we can effectively increase the mileage of toner bin)3) Enlargement( could easily set the screen ration of the copying process either 50% to around 200%)The only con which i found in this printer so far is the absence of duplex printing feature (2 sided printing at the same time)..In overall i would definitely recommend this to any one looking for a home printer which could produce cheap prints..You can simply purchase it without even thinking...Because, that's the level of trust Canon is offering here... I'm Completely Satisfied... :)",confusing dilemma user face looking printer laser inkjet question lot subquestions1 initial expensehigh product expense purchase expensehigh ink costs2 black white color3 single function multi functionbefore start sharing experience let share past previous printer experience terrible bitter experiences life world class companys product epson 340 inkjet multifunction printerafter doing extensive research brandshpcanonepson typeslaser inkjet printers terrible decision purchase epson 340 dont believe bad luck fateit becausei slight miscalculations research wrong primary intention printer home use satisfy academic printing requirements reasons influenced making decision were1 time epson supporting 3rd party ink tanks printing cost achieved multi function color printer2 crooked salesman local shop cheated giving false promise installing 3rd party company tank wont affect products guarantee said handled similar cases issues totally trusting guy3 leasti blindly obsessed brand epsons reputationguess happened spending eye whooping 5600rs 3800 printer 1800 ink tankmy printer stopped working just 6 months usage called shop totally refused earlier words offers providing assistance claiming guarantee told main board printer faulty order make work againi spend 3000 contacted company service refused provide guarantee additional modifications printer dont blame standard company regulations fault believe crooked mindnow presentafter year heavy printing requirementsfinal year project documentationseminar reference materialsetc thought purchasing printer time firm decision beginning itselfi purchase reputed online seller detailed comparison tests scrutinies 2 best devices suit needs hp 2520hc canon image class mf 3010out twoi finally decided canon because1 good experience canon products beforecanon ixus digital camera canon projector2 online sellers offering printers prices near mrps substantial discounts saw price canon mf 3010 amazon astonished 24 discount mrp7650rs instead 9900rsinitial experience printing quality excellentvery fast printing compared slow inkjet printersfirst paper 57 secondscant talk toner mileage printed papersscanning quality best class printers amazing feature copier normal copy select 3 modes1 paper save2 papers card copierto copies small identity cards2 brightness adjustmentto set density black color way effectively increase mileage toner bin3 enlargement easily set screen ration copying process 50 200the printer far absence duplex printing feature 2 sided printing timein overall definitely recommend looking home printer produce cheap printsyou simply purchase thinkingbecause thats level trust canon offering im completely satisfied
R295KCGPSC94PN,Useful product,useful product
R2W99WB45K485C,"The best laser printer and real value for money, excellent print quality, quick print,",best laser printer real value money excellent print quality quick print
R38INXVQS3XG94,The product was actually perfect for my use. Pretty decent size with scanner. Demerit:-It don't have wifi connectivity. Price of the product was also decent. I received the product within one week. But when I unboxed the product it damaged (corner of scanner glass as mentioned in the picture)the box was not damaged at all. It was a perfect packing but may be manufacturing defect or idk whatever. I returned the product and got the refund within the day. Iam happy about that with Amazon customer service. Fine i will order another that's all my overall experience with the product through online,product actually perfect use pretty decent size scanner demeritit dont wifi connectivity price product decent received product week unboxed product damaged corner scanner glass mentioned picturethe box damaged perfect packing manufacturing defect idk returned product got refund day iam happy amazon customer service fine order thats overall experience product online
RIDRJBTZBBQCY,"Prices have gone up. Else product is good, simple to use",prices gone product good simple use
R3P99RRH34D44U,I am using this for than 10 days.Really worth to buy .Original toner is crossing more than 2300 pages.you have to keep settings in 300 dpi. speed is really good.in duplex also its works fine .PROS:HIGH SPEED /CLEAN AND SHARP PRINT.NO NEED FOR ENGINEER TO INSTALLDIY- CLEAN MANUAL FOR INSTALLING DRUM AND TONER .REGISTER IN ONLINE FOR WARRANTYCONS :TONER/DRUM  -YOU HAVE TO CHANGE FOR AROUND 2000 PAGES .AVAILABLE MOSTLY IN ONLINE AND METRO CITIES ONLY.NOT IN TIER II CITIES.SERVICE -?PRINTING COST ALMOST 39 PAISA PER PAGE,using 10 daysreally worth buy original toner crossing 2300 pagesyou settings 300 dpi speed really goodin duplex works fine proshigh speed clean sharp printno need engineer installdiy clean manual installing drum toner register online warrantycons tonerdrum change 2000 pages available online metro cities onlynot tier ii citiesservice printing cost 39 paisa page
R3VQKK3CG61XCJ,"Works fine withwindows 10,64 bit os. One month usage review",works fine withwindows 1064 bit os month usage review
RTVQN09BC4ZSN,Just go for it.,just
R2X1MFVP8L8WQH,printer is very good for home user,printer good home user
RBJ4X54JDLZM3,"I bought this printer two years ago and last week the drum unit on my printer needed to be replaced after printing 11786 pages in the past two years, which is pretty accurate with what was promised (12000 pages).In the meantime, I used eight toners, which implies that this printer can on an average print 1500 pages with one original toner, which is not bad considering the price of the toner being on the lower side.On the operation side, the printer is pretty seamless with very rare occurrence of paper jam. My printer statistics says it occured only 30 times during the life the last drum.So I was looking for buying it again as I was in need of another printer. But the price on Amazon totally shocked me. Two years back I bought it for Rs 8999 which was not any special deal. Back then the MRP of the product was quite low. If I remember correctly it was in the tune of Rs 11000.Now seeing the 63% rise in the MRP I became quite suspicious. So, I look around on the website of Brother which lists it with a price of Rs. 13990. I asked around in the retail offline market and they said it is available for Rs 11500.So it makes no sense to buy it from Amazon with such a high price difference. I don't know how Amazon regulates the prices of the items on its platform, but by seeing all this I can definitely say that this needs to be fixed.Otherwise a great printer.Edit: While I wrote this review, MRP of the printer on Amazon was Rs. 17900 and it was being sold for Rs. 15000 on discount.",bought printer years ago week drum unit printer needed replaced printing 11786 pages past years pretty accurate promised 12000 pagesin meantime used toners implies printer average print 1500 pages original toner bad considering price toner lower sideon operation printer pretty seamless rare occurrence paper jam printer statistics says occured 30 times life drumso looking buying need printer price amazon totally shocked years bought rs 8999 special deal mrp product quite low remember correctly tune rs 11000now seeing 63 rise mrp quite suspicious look website brother lists price rs 13990 asked retail offline market said available rs 11500so makes sense buy amazon high price difference dont know amazon regulates prices items platform seeing definitely say needs fixedotherwise great printeredit wrote review mrp printer amazon rs 17900 sold rs 15000 discount
RYDYLA8H0RPQV,"The best laser printer. It looks like a heavy duty  printer. Speed is impressive. Japanese technology,  also it is a plug and play device. Very happy. Thanks Brother and Amazon deal.",best laser printer looks like heavy duty printer speed impressive japanese technology plug play device happy thanks brother amazon deal
R25F7I700JKQ3Z,Brother HL-B2000D Mono Laser Printer is very good in performance.Very Fast and Duplex Printing.Thanks a lot to Amazon for the competitive price.,brother hlb2000d mono laser printer good performancevery fast duplex printingthanks lot amazon competitive price
RS9AIAMI1RZVW,but does the job,does job
R2YHY9LE4TK0XM," You cannot refill cartridge, every time you’ve to buy new one so it will be more expensive and afford less",refill cartridge time you’ve buy new expensive afford
R2O8J1O8X0SLVD,This is the perfect value for money double sided printer for home or small office printing if you want to use a USB connection.Only one con - the power cable is fixed to the printer.This is the first time I have ever seen a printer with a fixed power cable and I have literally used more than 3 dozen printers of all types from small inkjet to commercial level multi tray All in ones.Never seen one with a fixed cable.,perfect value money double sided printer home small office printing want use usb connectiononly power cable fixed printerthis time seen printer fixed power cable literally used 3 dozen printers types small inkjet commercial level multi tray onesnever seen fixed cable
R1NVE42TMJX58J,It is a best printer I ever seen,best printer seen
R3VJYS0WM8KXMK,The print quality is extremely disappointing. The test print we took from the sprocket was patchy and the whole setup process is also very tiresome.,print quality extremely disappointing test print took sprocket patchy setup process tiresome
R1SGH0DSSHJ69," Estamos ante una impresora portátil que es un concepto muy interesante ya que tener la posibilidad de poder revelar las fotos en pocos segundos, donde queramos ya que es de pequeño tamaño, ligera y nos cabe en cualquier sitio, la calidad de las fotos es solo aceptable desarrollo con más detalle este punto un poco más adelante.A mí me personalmente me ha gustado mucho, desde la construcción que es muy buena, bien acabada con un gran acabado superficial. En cuando al diseño es muy bonita.Tiene un peso de solo 170 gramos, con unas dimensiones de 11,5 x 7,49 x 2,21 cm, es muy pequeña.En cuanto a la calidad fotográfica de las fotos a de decir que es media baja la verdad, los colores están muy apagados en las pruebas, pero no están mala del todo el problema está realmente en los colores que no son fieles a la realidad. Decir como contrapartida que la calidad de las fotos pensado que es un impresora sin tinta, con batería además de portátil  está muy bien. La resolución es de 313 x 400 DPI.Otro punto muy importante y que hay que tener en cuenta, es el tema del papel fotográfico ZINK, que es un poco caro ya que 20 hojas nos costaran unos 12 Euros, con lo que cada foto saldrá a unos 50 céntimos de euro. Desde mi punto de vista es muy caro y esto sin tener en cuenta el precio de compra de la impresora de 150 euros.El tamaño de las fotos es mini de 5 x 7,6 cm. Y el papel ZINK es adhesivo.La aplicación móvil para IOS y Android funciona muy bien y nos da muchas posibilidades de manejo.Pros:- Diseño, muy bonito.- Muy ligera.- Muy pequeña y portátil.- Manejo y sincronización muy sencilla, muy fácil de manejar.- Concepto de impresión muy bueno.- Divertida- Fotos adhesivas.- Bateria.Contras:- Cierta inestabilidad de conexión.- Precio de la impresora.- Precio de las fotos.- Calidad de las fotos media.- Colores apagados.Como conclusión, es la primera impresora portátil de HP, y lo han hecho bien pero no es un producto redondo porque tiene sus pegas, creo que deben mejorar la calidad de color y de definición, pero creo que esto en próximas versiones segura que mejorar, otro punto que no me gusta es el tema del precio de las fotos es muy alto a más de 50 céntimos, también he de decir lo que me gusta es el concepto de impresión portable, que me parece un acierto, en general me gustan mucho la impresora, pero tiene sus problemas.Comentario de un producto cedido sin compromiso alguno con la tienda, comentario imparcial.Espero ayudarte en tu decisión, si crees que ha sido así te pediría que le dieras a SI.",estamos ante una impresora portátil que es concepto muy interesante ya que tener la posibilidad poder revelar las fotos en pocos segundos donde queramos ya que es pequeño tamaño ligera y nos cabe en cualquier sitio la calidad las fotos es solo aceptable desarrollo más detalle este punto poco más adelantea mí personalmente ha gustado mucho desde la construcción que es muy buena bien acabada gran acabado superficial en cuando al diseño es muy bonitatiene peso solo 170 gramos unas dimensiones 115 x 749 x 221 cm es muy pequeñaen cuanto la calidad fotográfica las fotos decir que es media baja la verdad los colores están muy apagados en las pruebas pero están mala del todo el problema está realmente en los colores que son fieles la realidad decir como contrapartida que la calidad las fotos pensado que es impresora sin tinta batería además portátil está muy bien la resolución es 313 x 400 dpiotro punto muy importante y que hay que tener en cuenta es el tema del papel fotográfico zink que es poco caro ya que 20 hojas nos costaran unos 12 euros lo que cada foto saldrá unos 50 céntimos euro desde mi punto vista es muy caro y esto sin tener en cuenta el precio compra la impresora 150 eurosel tamaño las fotos es mini 5 x 76 cm y el papel zink es adhesivola aplicación móvil para ios y android funciona muy bien y nos da muchas posibilidades manejopros diseño muy bonito muy ligera muy pequeña y portátil manejo y sincronización muy sencilla muy fácil manejar concepto impresión muy bueno divertida fotos adhesivas bateriacontras cierta inestabilidad conexión precio la impresora precio las fotos calidad las fotos media colores apagadoscomo conclusión es la primera impresora portátil hp y lo han hecho bien pero es producto redondo porque tiene sus pegas creo que deben mejorar la calidad color y definición pero creo que esto en próximas versiones segura que mejorar otro punto que gusta es el tema del precio las fotos es muy alto más 50 céntimos también decir lo que gusta es el concepto impresión portable que parece acierto en general gustan mucho la impresora pero tiene sus problemascomentario producto cedido sin compromiso alguno la tienda comentario imparcialespero ayudarte en tu decisión si crees que ha sido así te pediría que le dieras si
RL5G8Q6VZNOFD,"10 Words or Less:• Faster than ZIP, higher quality, compatible with Zink papers*IMPORTANT:• If you read just ONE thing, read this. DO NOT THROW OUT THE BLUE CARD in the starter paper pack! I repeat DO NOT THROW OUT THE BLUE CARD!• Take a look at my photo and you’ll see there are different kinds of blue cards that are included with paper. The blue card is read each time you insert a new pack and it tells the printer what paper is there. It is VERY IMPORTANT to know that the hp sprocket will only accept HP branded paper! This means you cannot use regular (cheaper) Zink Pogo paper or Zink Premium. How does the printer know what paper you have? The blue card.• Whatever 2x3” Zink paper you buy, simply feed the ORIGINAL HP blue card instead of the one that came in the package. The printer will read it as hp sprocket paper and accept it. This is nothing more than manufacturers trying to limit the use to their own “licensed” paper. Now there IS a difference between the regular “Pogo” paper and “Premium” but there is no difference between brands like “LG” or “HP” or “Polaroid”… they are the same.The Good:• It’s FAST! By fast I mean the spool up time to print is a full 20 seconds LESS than the Polaroid Zip.• Quality is better… I’m not sure if it’s the printer or the app, but the output is far better on the HP (in general). Polaroid Zip prints are generally much too dark, even after editing.• The HP app is much more user friendly than the Polaroid “SnapTouch” app.The Bad:• It’s slightly bigger than the Polaroid Zip.• HP app does NOT have multi photo printing on one page. You have to use a third party app like PhotoGrid and then send the output to HP sprocket app. This is can be a hinderance from someone that likes to print 2-in-1 pics.• Casing is very glossy so I suggest getting it in white if you don’t like to see fingerprint smudges.Comments and Last Thoughts:• There are two kinds of paper: Regular (Zink Pogo), and Premium (Zink Premium, HP sprocket…etc). The latter is a little bit higher quality and more glossy. For me, the cost isn’t worth it for a print this size and how it’s going to be used anyway. I suggest going for the regular kind and buying in bulk if you want to save some money.• If you’re looking for a decent price on Premium paper, look to the Apple Store or deals that happen on Best Buy and Amazon. YOU MUST KEEP THE ORIGINAL HP BLUE PAPER TO USE IT.• For bulk papers, I’ve purchased from Amazon regular Pogo (not Premium) papers like this: ",10 words less• faster zip higher quality compatible zink papersimportant• read just thing read throw blue card starter paper pack repeat throw blue card• look photo you’ll different kinds blue cards included paper blue card read time insert new pack tells printer paper important know hp sprocket accept hp branded paper means use regular cheaper zink pogo paper zink premium does printer know paper blue card• 2x3” zink paper buy simply feed original hp blue card instead came package printer read hp sprocket paper accept manufacturers trying limit use “licensed” paper difference regular “pogo” paper “premium” difference brands like “lg” “hp” “polaroid”… samethe good• it’s fast fast mean spool time print 20 seconds polaroid zip• quality better… i’m sure it’s printer app output far better hp general polaroid zip prints generally dark editing• hp app user friendly polaroid “snaptouch” appthe bad• it’s slightly bigger polaroid zip• hp app does multi photo printing page use party app like photogrid send output hp sprocket app hinderance likes print 2in1 pics• casing glossy suggest getting white don’t like fingerprint smudgescomments thoughts• kinds paper regular zink pogo premium zink premium hp sprocket…etc little bit higher quality glossy cost isn’t worth print size it’s going used suggest going regular kind buying bulk want save money• you’re looking decent price premium paper look apple store deals happen best buy amazon original hp blue paper use it• bulk papers i’ve purchased amazon regular pogo premium papers like
R3E6UO3TT2BJHS,"Just got it. Here are some (hopefully) time-saving tips and observations I 'learned' from test running this thing:First, there's no printed manual with this. Just a blue card instructing you to go to hpsprocket.com -- which is pretty thin in technical details, but there is a basic setup guide there. And the guide at that site is not all that well written either. For instance, I thought that the 'blue card' was the calibration card, but no -- that's inside the paper pack, the card in the box is just, I presume, a laughingly minimal compliance to supplying printed support material? (the QR code didn't even work!)Anyhow, when I did figure out how to open the unit to put the paper in, I saw the calibration card and made sure it was face down when inserting into the unit. Someone wisely suggested hanging onto this card and maybe adding something like 'Original Card [date of purchase]' on its back. That bar code is essentially the 'key' to allowing the printer to know that you've just inserted HP Brand Zink paper in it, even though there's no real difference between paper brands, but you need that card to 'hack' the printer into accepting other brand papers. (Might be worth making a copy and -- as a way to remind yourself to not throw it away, reinsert it to the top of the back after the printer does it's initial 'brand' testing of the card).After fully charing the Sprocket, I installed the software and added the device in my bluetooth settings on my Android Samsung Note 4. The device showed up no problem as a paired device, but when I clicked on it in the list to connect, nothing happened. It was paired, but not connected. A couple of hours later.... I had managed to update the firmware of the device (through the app settings) and I also learned that the connection is not made until actual print time. Ah! Major breakthrough! When I actually opened a phot in the app and hit print, it said it couldn't connect. Then when I opened the print queue, and hit print, it did connect, and print. Whew! So obviously, not all the bugs were killed in that firmware upgrade.In any case, I now had a workflow that... kind of worked.I also plan to use this at an event to promote good will, and a brand. I'm doing that by 'printing' through the Share button from an app called 'Add Watermark'. This app allows you to load up saved, customized PNGs as Watermarks, but to get a 'customized branded frame' for each print, I constructed a decorative border frame (with a logo and text on the bottom) and loaded it in as a watermark into Add Watermark and scaled it to fill side to side. As the Sprocket's print ratio is 2:3, and not one available on most cameras, the overlay frame (which is set to 2:3 ratio) gets instantly centered with one button push and reveals 'unframed' picture bottom and top. No worries, as the next step is to use the 'Share' button in Add Watermark to send it to the HP Sprocket app where it pops in fitting perfectly, ready to print.But print through the Print Queue button only, for some reason.Another lesson I learned is that you cannot 'compensate' for the drop in vividness of colours between screen and printout using the Sprocket App's brightness/contrast tweaks found in its 'Edit Image' controls. Best to get as crisp and bright as you would normally want in a print before passing oft to the Sprocket app, and just lower your contrast and colour expectations.Everyone I've shown the system to so far is next to incredulous of the printer's size and output quality. I expect this should work well for the event we have planned. And just as an overall fun, party toy.But HP needs to step up their game here (and most of their other products, from what I hear) for customer support service.And if I had a big druther -- I'd hope that they would update the Sprocket app to include importing of full colour PNG images (with transparency) as user supplied customized 'stickers' to work as customizes frames within that app (rather than the awkward workaround through a separate app). The ability to add a logo or a frame, text, or tagline to each print potentially transforms this little toy into a real charming, little pocket brand builder.To that end, be sure to consider creating a nice quality PNG file of your business card! The standard bus. card is 3.5 x 2 inches. That means these 'prints' from the Sprocket are just a half inch short, but they should fit in most people's card organizers. How about leaving an area left to throw in a selfi shot with your contact? Now that might make more of an unconscious impression than you would think. How many times have you tried to put a face to a business card? By using the selfie 'platform' you can instantly create a card with your face and your contact together. Personalized business cards? Hmm.Oh, everyone loves the sticker option on the prints too. Great little feature!Zink paper refills still baffles me. Why is it cheaper to buy three 20 packs than five 10 packs?",just got hopefully timesaving tips observations learned test running thingfirst theres printed manual just blue card instructing hpsprocketcom pretty technical details basic setup guide guide site written instance thought blue card calibration card thats inside paper pack card box just presume laughingly minimal compliance supplying printed support material qr code didnt workanyhow did figure open unit paper saw calibration card sure face inserting unit wisely suggested hanging card maybe adding like original card date purchase bar code essentially key allowing printer know youve just inserted hp brand zink paper theres real difference paper brands need card hack printer accepting brand papers worth making copy way remind throw away reinsert printer does initial brand testing cardafter fully charing sprocket installed software added device bluetooth settings android samsung note 4 device showed problem paired device clicked list connect happened paired connected couple hours later managed update firmware device app settings learned connection actual print time ah major breakthrough actually opened phot app hit print said connect opened print queue hit print did connect print whew obviously bugs killed firmware upgradein case workflow kind workedi plan use event promote good brand im doing printing share button app called add watermark app allows load saved customized pngs watermarks customized branded frame print constructed decorative border frame logo text loaded watermark add watermark scaled sprockets print ratio 23 available cameras overlay frame set 23 ratio gets instantly centered button push reveals unframed picture worries step use share button add watermark send hp sprocket app pops fitting perfectly ready printbut print print queue button reasonanother lesson learned compensate drop vividness colours screen printout using sprocket apps brightnesscontrast tweaks edit image controls best crisp bright normally want print passing oft sprocket app just lower contrast colour expectationseveryone ive shown far incredulous printers size output quality expect work event planned just overall fun party toybut hp needs step game products hear customer support serviceand big druther id hope update sprocket app include importing colour png images transparency user supplied customized stickers work customizes frames app awkward workaround separate app ability add logo frame text tagline print potentially transforms little toy real charming little pocket brand builderto end sure consider creating nice quality png file business card standard bus card 35 x 2 inches means prints sprocket just half inch short fit peoples card organizers leaving area left throw selfi shot contact make unconscious impression think times tried face business card using selfie platform instantly create card face contact personalized business cards hmmoh loves sticker option prints great little featurezink paper refills baffles cheaper buy 20 packs 10 packs
R1WK4AH79CMRKG,"Bought this is September 2019. Reviewing in August 2022. This was a great option for printing photos for my journal. However the battery in the printer started giving out about a year in. I was able to keep it going until this summer where it began dying mid print. I have lost almost a 10 sheets of zink paper trying to troubleshoot. I checked the warranty on their site and it’s only valid for 16mts from manufacture? By the time I purchased this, I had 7 months left. I did some digging online and this isn’t an isolated issue for this version. Not sure the price is worth the short lifespan.Would like to note that the printer didn’t experience a rough life in my care, I was careful to keep it in a bag and protected.It’s unfortunate because it is a great printer. I just wouldn’t recommend you spend over 100 dollars on this product for it to be useless in 3 years.Disclaimer: I have so much zink paper, I decided to buy the next gen sprocket, with the pink sprinkles. It’s functionality is similar to the first gen, I wonder why they are still selling the first gen?",bought september 2019 reviewing august 2022 great option printing photos journal battery printer started giving year able going summer began dying mid print lost 10 sheets zink paper trying troubleshoot checked warranty site it’s valid 16mts manufacture time purchased 7 months left did digging online isn’t isolated issue version sure price worth short lifespanwould like note printer didn’t experience rough life care careful bag protectedit’s unfortunate great printer just wouldn’t recommend spend 100 dollars product useless 3 yearsdisclaimer zink paper decided buy gen sprocket pink sprinkles it’s functionality similar gen wonder selling gen
R3Q8IKRO27A9MM,"I researched and looked at many portable printers for several months, before deciding on the HP sprocket. I wasn’t sure whether I should go with the sprocket or the plus but chose the original. I know that reviews can be biased,  as bad reviews can result when someone has an issue with software update, installing paper the correct way, etc. I tried not to let the “it didn’t work” reviews dissuade me from my purchase and I’m glad I didn’t. If you go to the App Store, you will see many complaints about app and printer not working - apparently there was an app issue months ago that involved an update and a reset of phone and printer- very simple fix that hp addressed.I had viewed several YouTube videos so that when my sprocket arrived I was pretty familiar with what would be in the box and what I needed to do. So simple- remove cover of printer, put the pack of 10 sheets of paper in with the blue card at the bottom facing down (this calibrates the printer). Then, on your phone, install the app. From there, the app will ask you which device you have. Select it and it will walk you through each step, such as your photo roll and accessing your social media accounts if you’d like to (so make sure you know your usernames for Instagram and Facebook, etc) Make sure on you’re phone your blue tooth is turned on. I have an iPhone X and cannot tell you how seamless this was. It will tell you when printer and phone are paired. Done! I couldn’t believe how easy it is and - for the record- I am not the most tech savvy grape in the bunch, ha ha. If I could do it, anyone reading my review will be able to do it!  Then, give it a charge. You will see a red light. Red light means it’s charging. When the light is green, it’s charged. You’re good to go! If a software/ firmware update is needed the printer needs to be charged 50%. The printer needs to be charged a bit before printing out a picture so keep that in mind as well. I am over the moon with this, I’m so happy I bought it! I also purchased a little hard case to carry it in- and store my papers and charging cord, glad I decided to buy that too. Something to consider if you’re going to purchase this. If in the fence, I say go for it. The picture printed as I expected it to. Clear. Glossy. Perfect to capture a memory of an event or get together or to tuck into an agenda, wallet, card or journal! Love, love, love this!!! Hope this helps someone!",researched looked portable printers months deciding hp sprocket wasn’t sure sprocket plus chose original know reviews biased bad reviews result issue software update installing paper correct way tried let “it didn’t work” reviews dissuade purchase i’m glad didn’t app store complaints app printer working apparently app issue months ago involved update reset phone printer simple fix hp addressedi viewed youtube videos sprocket arrived pretty familiar box needed simple remove cover printer pack 10 sheets paper blue card facing calibrates printer phone install app app ask device select walk step photo roll accessing social media accounts you’d like make sure know usernames instagram facebook make sure you’re phone blue tooth turned iphone x tell seamless tell printer phone paired couldn’t believe easy record tech savvy grape bunch ha ha reading review able charge red light red light means it’s charging light green it’s charged you’re good software firmware update needed printer needs charged 50 printer needs charged bit printing picture mind moon i’m happy bought purchased little hard case carry store papers charging cord glad decided buy consider you’re going purchase fence say picture printed expected clear glossy perfect capture memory event tuck agenda wallet card journal love love love hope helps
